"Ebene";"EDV-Code";"Code";"Ebene Erl.";"Titel/Erläuterungstext"
4;"06129";"06.1.2.9";"001";"Umfasst:"
4;"06129";"06.1.2.9";"001.001";"Klinische Fieberthermometer"
4;"06129";"06.1.2.9";"001.002";"Haftende und nicht haftende Bandagen"
4;"06129";"06.1.2.9";"001.003";"Spritzen zur subkutanen Injektion"
4;"06129";"06.1.2.9";"001.004";"Verbandkästen, Pflaster, Wärmeflaschen und Kühlkissen"
4;"06129";"06.1.2.9";"002";"- Medizinische Strumpfwarenartikel wie elastische Strümpfe und Knieschützer"
3;"0613";"06.1.3";"000";"Therapeutische Geräte und Ausrüstungen"
3;"0613";"06.1.3";"001";"Umfasst:"
3;"0613";"06.1.3";"001.001";"Korrektive Brillengläser und Kontaktlinsen"
3;"0613";"06.1.3";"001.002";"Hörhilfen, Augenprothesen (Glasaugen), künstliche Gliedmaßen u.a. Prothesen"
3;"0613";"06.1.3";"001.003";"Orthopädische Stützbänder, postoperative Leibgürtel, Bruchbänder, Nackenstützbänder und andere Hilfen, orthopädische Schuhe"
3;"0613";"06.1.3";"001.004";"Medizinische Massageausrüstungen und Bestrahlungslampen"
3;"0613";"06.1.3";"001.005";"Rollstühle mit und ohne Hilfsmotor, Krankenfahrstühle, Spezialbetten und Krücken"
3;"0613";"06.1.3";"001.006";"Blutzuckermessgeräte, elektronische u.a. Blutdruckmessgeräte und Ultraschall-Kontaktlinsenreinigungsgeräte"
3;"0613";"06.1.3";"001.007";"Reparaturen an therapeutischen Geräten und Ausrüstungen"
3;"0613";"06.1.3";"002";"Umfasst auch:"
3;"0613";"06.1.3";"002.001";"Zahnersatz, nicht jedoch Befestigungskosten"
3;"0613";"06.1.3";"003";"Umfasst nicht:"
3;"0613";"06.1.3";"003.001";"Miete von therapeutischer Ausrüstung (s. 06.2.3)"
3;"0613";"06.1.3";"003.002";"Schutzbrillen, Gurte und Stützen für den Sport (s. 09.3.2)"
3;"0613";"06.1.3";"003.003";"Kontaktlinsenreinigungsflüssigkeiten (s. 12.1.3)"
3;"0613";"06.1.3";"003.004";"Sonnenbrillen mit optisch nicht bearbeiteten Gläsern (s. 12.3.2)"
4;"06131";"06.1.3.1";"000";"Korrektive Brillengläser und Kontaktlinsen"
4;"06131";"06.1.3.1";"001";"Umfasst:"
4;"06131";"06.1.3.1";"001.001";"Korrektive Brillengläser und Kontaktlinsen"
4;"06132";"06.1.3.2";"000";"Hörhilfen"
4;"06132";"06.1.3.2";"001";"Umfasst:"
4;"06132";"06.1.3.2";"001.001";"Hörhilfen"
4;"06133";"06.1.3.3";"000";"Reparaturen an therapeutischen Geräten und Ausrüstungen"
4;"06133";"06.1.3.3";"001";"Umfasst:"
4;"06133";"06.1.3.3";"001.001";"Reparaturen an therapeutischen Geräten und Ausrüstungen"
4;"06133";"06.1.3.3";"002";"Umfasst auch:"
4;"06133";"06.1.3.3";"002.001";"Zahnersatz, nicht jedoch Befestigungskosten"
4;"06139";"06.1.3.9";"000";"Andere therapeutische Geräte und Ausrüstungen"
4;"06139";"06.1.3.9";"001";"Umfasst:"
4;"06139";"06.1.3.9";"001.001";"Augenprothesen (Glasaugen), künstliche Gliedmaßen u.a. Prothesen"
4;"06139";"06.1.3.9";"001.002";"Orthopädische Stützbänder, postoperative Leibgürtel, Bruchbänder, Nackenstützbänder und andere Hilfen, orthopädische Schuhe"
4;"06139";"06.1.3.9";"001.003";"Medizinische Massageausrüstungen und Bestrahlungslampen"
4;"06139";"06.1.3.9";"001.004";"Rollstühle mit und ohne Hilfsmotor, Krankenfahrstühle, Betten für therapeutische Zwecke und Krücken"
4;"06139";"06.1.3.9";"001.005";"Blutzuckermessgeräte, elektronische u.a. Blutdruckmessgeräte und ähnliche Überwachungsgeräte; Ultraschall-Kontaktlinsenreinigungsgeräte"
2;"062";"06.2";"000";"Ambulante Gesundheitsdienstleistungen"
2;"062";"06.2";"001";"Diese Gruppe umfasst medizinische, zahnmedizinische und nichtärztliche Gesundheitsdienstleistungen durch Ärzte, Zahnärzte, nichtärztliche Gesundheitsberufe und Hilfskräfte für ambulante Patienten. Die Behandlung kann zu Hause, in Einzel- oder in Gruppeneinrichtungen, in Ambulanzen für Unbemittelte oder in ambulanten Einrichtungen von Krankenhäusern und ähnlichen erfolgen. Ambulante Gesundheitsdienstleistungen umfassen die Medikamente, Prothesen, medizinische Geräte und Ausrüstungen und andere gesundheitsbezogene Erzeugnisse, die den ambulanten Patienten von Ärzten, Zahnärzten und nichtärztlichen Praktikern und Hilfskräften direkt bereitgestellt werden."
2;"062";"06.2";"002";"Medizinische, zahnmedizinische und nichtärztliche Gesundheitsdienstleistungen, die stationären Patienten von Krankenhäusern und ähnlichen geleistet werden, gehören zur Gruppe (s. 06.3)."
3;"0621";"06.2.1";"000";"Ärztliche Dienstleistungen"
3;"0621";"06.2.1";"001";"Umfasst:"
3;"0621";"06.2.1";"001.001";"Dienstleistungen von Allgemeinmedizinern oder Fachärzten"
3;"0621";"06.2.1";"002";"Umfasst auch:"
3;"0621";"06.2.1";"002.001";"Dienstleistungen von Kieferorthopäden"
3;"0621";"06.2.1";"002.002";"Anfertigung von Zahnspangen"
3;"0621";"06.2.1";"003";"Umfasst nicht:"
3;"0621";"06.2.1";"003.001";"Dienstleistungen von medizinischen Labors und Röntgenzentren (s. 06.2.3)"
3;"0621";"06.2.1";"003.002";"Dienstleistungen von Heilpraktikern (s. 06.2.3)"
4;"06211";"06.2.1.1";"000";"Allgemeinmedizin"
4;"06211";"06.2.1.1";"001";"Umfasst:"
4;"06211";"06.2.1.1";"001.001";"Dienstleistungen von Allgemeinmedizinern"
4;"06212";"06.2.1.2";"000";"Facharztmedizin"
4;"06212";"06.2.1.2";"001";"Umfasst:"
4;"06212";"06.2.1.2";"001.001";"Dienstleistungen von Fachärzten"
4;"06212";"06.2.1.2";"002";"Umfasst auch:"
4;"06212";"06.2.1.2";"002.001";"Dienstleistungen von Kieferorthopäden"
4;"06212";"06.2.1.2";"002.002";"Anfertigung von Zahnspangen"
3;"0622";"06.2.2";"000";"Zahnärztliche Dienstleistungen"
3;"0622";"06.2.2";"001";"Umfasst:"
3;"0622";"06.2.2";"001.001";"Dienstleistungen von Zahnärzten, Mundhygienikern oder anderen zahnärztlichen Hilfspersonen"
3;"0622";"06.2.2";"002";"Umfasst auch:"
3;"0622";"06.2.2";"002.001";"Befestigungskosten von Zahnersatz"
3;"0622";"06.2.2";"003";"Umfasst nicht:"
3;"0622";"06.2.2";"003.001";"Zahnersatz (s. 06.1.3)"
3;"0622";"06.2.2";"003.002";"Dienstleistungen von Kieferorthopäden (s. 06.2.1)"
3;"0622";"06.2.2";"003.003";"Dienstleistungen von medizinischen Labors und Röntgenzentren (s. 06.2.3)"
4;"06220";"06.2.2.0";"000";"Zahnärztliche Dienstleistungen"
4;"06220";"06.2.2.0";"001";"Umfasst:"
4;"06220";"06.2.2.0";"001.001";"Dienstleistungen von Zahnärzten, Mundhygienikern oder anderen zahnärztlichen Hilfspersonen"
4;"06220";"06.2.2.0";"002";"Umfasst auch:"
4;"06220";"06.2.2.0";"002.001";"Befestigungskosten von Zahnersatz"
4;"06220";"06.2.2.0";"003";"Umfasst nicht:"
4;"06220";"06.2.2.0";"003.001";"Zahnersatz (s. 06.1.3.3)"
4;"06220";"06.2.2.0";"003.002";"Dienstleistungen von Kieferorthopäden (s. 06.2.1.2)"
4;"06220";"06.2.2.0";"003.003";"Dienstleistungen von medizinischen Labors und Röntgenzentren (s. 06.2.3.1)"
3;"0623";"06.2.3";"000";"Dienstleistungen nichtärztlicher Gesundheitsdienstberufe"
3;"0623";"06.2.3";"001";"Umfasst:"
3;"0623";"06.2.3";"001.001";"Dienstleistungen von medizinischen Labors und Röntgenzentren"
3;"0623";"06.2.3";"001.002";"Dienstleistungen von freiberuflichen Krankenpflegern und Hebammen"
3;"0623";"06.2.3";"001.003";"Dienstleistungen von freiberuflichen Akupunkteuren, Chiropraktikern, Optometrikern, Physiotherapeuten, Sprachtherapeuten usw."
3;"0623";"06.2.3";"001.004";"Krankengymnastik"
3;"0623";"06.2.3";"001.005";"Ambulante Thermalbad- oder Meerwasserbehandlung"
3;"0623";"06.2.3";"001.006";"Ambulanzdienste"
3;"0623";"06.2.3";"001.007";"Miete von therapeutischer Ausrüstung"
3;"0623";"06.2.3";"002";"Umfasst auch:"
3;"0623";"06.2.3";"002.001";"Dienstleistungen von Heilpraktikern"
3;"0623";"06.2.3";"002.002";"Flugambulanzdienste"
4;"06231";"06.2.3.1";"000";"Dienstleistungen von medizinischen Labors und Röntgenzentren"
4;"06231";"06.2.3.1";"001";"Umfasst:"
4;"06231";"06.2.3.1";"001.001";"Dienstleistungen von medizinischen Labors und Röntgenzentren, einschließlich aller diagnostischen und bildgebenden Verfahren (z.B.: Computertomographie, Magnetresonanztomographie, Ultraschall)"
4;"06232";"06.2.3.2";"000";"Thermalbäder, Krankengymnastik, Ambulanzdienste, Miete von therapeutischer Ausrüstung"
4;"06232";"06.2.3.2";"001";"Umfasst:"
4;"06232";"06.2.3.2";"001.001";"Thermalbäder, Krankengymnastik, Ambulanzdienste, Miete von therapeutischer Ausrüstung"
4;"06239";"06.2.3.9";"000";"Andere Dienstleistungen nichtärztlicher Gesundheitsdienstberufe"
4;"06239";"06.2.3.9";"001";"Umfasst:"
4;"06239";"06.2.3.9";"001.001";"Dienstleistungen von freiberuflichen Krankenpflegern, Hebammen, Akupunkteuren, Chiropraktikern, Optometrikern, Physiotherapeuten, Sprachtherapeuten usw."
2;"063";"06.3";"000";"Stationäre Gesundheitsdienstleistungen"
2;"063";"06.3";"001";"Bei einem Krankenhausaufenthalt ist der Patient für die Dauer der Behandlung in einer Einrichtung stationär untergebracht. Krankenhaustagespflege und häusliche Betreuung durch Krankenhausbedienstete sind ebenso enthalten wie Hospize für unheilbar Kranke. Diese Gruppe umfasst die Dienste von Allgemein- und Spezialkrankenhäusern ebenso wie von medizinischen Zentren und Entbindungszentren, Pflege- und Kurheimen, die hauptsächlich stationäre Behandlung anbieten; Geriatrie-Einrichtungen, bei welchen die medizinische Überwachung eine essentielle Komponente darstellt; Rehabilitationszentren, in denen stationäre Behandlung angeboten wird und die Rehabilitationstherapie mehr auf die Behandlung des Patienten als auf eine langfristige Unterstützung ausgerichtet ist. Krankenhäuser sind als Institutionen definiert, die stationäre medizinische Behandlung unter der Aufsicht von ausgebildeten Ärzten bereitstellen. Medizinische Zentren und Entbindungszentren, Pflege- und Kurheime bieten ebenfalls stationäre Pflege an, aber ihre Dienstleistungen werden überwacht und häufig auch verabreicht durch Personal, das geringer qualifiziert ist als ausgebildete Ärzte."
2;"063";"06.3";"002";"Die Gruppe umfasst nicht die Dienstleistungen von Einrichtungen wie Operationssäle, Kliniken und Ambulanzen für Unbemittelte, die sich ausschließlich der ambulanten Behandlung widmen (s. 06.2), Dienstleistungen von Altenheimen, Einrichtungen für Behinderte und Rehabilitationszentren, die hauptsächlich langfristige Unterstützung anbieten (s. 12.4)."
3;"0630";"06.3.0";"000";"Stationäre Gesundheitsdienstleistungen"
3;"0630";"06.3.0";"001";"Umfasst:"
3;"0630";"06.3.0";"001.001";"Basisdienste: Verwaltung, Unterbringung, Essen und Trinken, Aufsicht und Betreuung durch nichtmedizinisches Personal (Hilfspfleger), Erste Hilfe und Wiederbelebung, Krankenwagentransporte, Bereitstellung von medizinischen und anderen pharmazeutischen Erzeugnissen, Bereitstellung von therapeutischen Geräten und Ausrüstung"
3;"0630";"06.3.0";"001.002";"Medizinische Dienste: Behandlung durch Allgemeinmediziner oder Fachärzte, Chirurgen und Zahnärzte, medizinische Analysen und Röntgen, nichtmedizinische Dienste z.B. von Krankenpflegern, Hebammen, Chiropraktikern, Optometrikern, Physiotherapeuten, Sprachtherapeuten usw."
4;"06300";"06.3.0.0";"000";"Stationäre Gesundheitsdienstleistungen"
4;"06300";"06.3.0.0";"001";"Umfasst:"
4;"06300";"06.3.0.0";"001.001";"Basisdienste: Verwaltung, Unterbringung, Essen und Trinken, Aufsicht und Betreuung durch nichtmedizinisches Personal (Hilfspfleger), Erste Hilfe und Wiederbelebung, Krankenwagentransporte, Bereitstellung von medizinischen und anderen pharmazeutischen Erzeugnissen, Bereitstellung von therapeutischen Geräten und Ausrüstung"
4;"06300";"06.3.0.0";"001.002";"Medizinische Dienste: Behandlung durch Allgemeinmediziner oder Fachärzte, Chirurgen und Zahnärzte, medizinische Analysen und Röntgen, nichtmedizinische Dienste z.B. von Krankenpflegern, Hebammen, Chiropraktikern, Optometrikern, Physiotherapeuten, Sprachtherapeuten usw."
1;"07";"07.";"000";"VERKEHR"
2;"071";"07.1";"000";"Kauf von Fahrzeugen"
2;"071";"07.1";"001";"Umfasst auch:"
2;"071";"07.1";"001.001";"Käufe von Fahrzeugen mittels Finanzierungsleasing"
2;"071";"07.1";"002";"Umfasst nicht:"
2;"071";"07.1";"002.001";"Käufe von Freizeitfahrzeugen, z.B. Wohnmobile, Wohnwagen, Anhänger, Flugzeuge und Boote (s. 09.2.1)"
3;"0711";"07.1.1";"000";"Kraftfahrzeuge"
3;"0711";"07.1.1";"001";"Umfasst:"
3;"0711";"07.1.1";"001.001";"Personenkraftwagen (Limousinen, Kombis, Vans u.Ä. mit Front-, Hinterrad- oder Allradantrieb)"
3;"0711";"07.1.1";"002";"Umfasst nicht:"
3;"0711";"07.1.1";"002.001";"Rollstühle (s. 06.1.3)"
3;"0711";"07.1.1";"002.002";"Wohnmobile (s. 09.2.1)"
3;"0711";"07.1.1";"002.003";"Golfplatzwagen (s. 09.2.1)"
4;"07111";"07.1.1.1";"000";"Neue Kraftwagen"
4;"07111";"07.1.1.1";"001";"Umfasst:"
4;"07111";"07.1.1.1";"001.001";"Neue Personenkraftwagen (Limousinen, Kombis, Vans u.Ä. mit Front-, Hinterrad- oder Allradantrieb)"
4;"07112";"07.1.1.2";"000";"Gebrauchte Kraftwagen"
4;"07112";"07.1.1.2";"001";"Umfasst:"
4;"07112";"07.1.1.2";"001.001";"Gebrauchte Personenkraftwagen (Limousinen, Kombis, Vans u.Ä. mit Front-, Hinterrad- oder Allradantrieb)"
3;"0712";"07.1.2";"000";"Motorräder"
3;"0712";"07.1.2";"001";"Umfasst:"
3;"0712";"07.1.2";"001.001";"Motorräder aller Arten, Motorroller und Fahrräder mit Hilfsmotor"
3;"0712";"07.1.2";"002";"Umfasst auch:"
3;"0712";"07.1.2";"002.001";"Beiwagen"
3;"0712";"07.1.2";"002.002";"Schneemobile"
3;"0712";"07.1.2";"003";"Umfasst nicht:"
3;"0712";"07.1.2";"003.001";"Rollstühle (s. 06.1.3)"
3;"0712";"07.1.2";"003.002";"Golfplatzwagen (s. 09.2.1)"
4;"07120";"07.1.2.0";"000";"Motorräder"
4;"07120";"07.1.2.0";"001";"Umfasst:"
4;"07120";"07.1.2.0";"001.001";"Motorräder aller Arten, Motorroller und Fahrräder mit Hilfsmotor"
4;"07120";"07.1.2.0";"002";"Umfasst auch:"
4;"07120";"07.1.2.0";"002.001";"Beiwagen"
4;"07120";"07.1.2.0";"002.002";"Schneemobile"
4;"07120";"07.1.2.0";"003";"Umfasst nicht:"
4;"07120";"07.1.2.0";"003.001";"Rollstühle (s. 06.1.3.9)"
4;"07120";"07.1.2.0";"003.002";"Golfplatzwagen (s. 09.2.1.5)"
3;"0713";"07.1.3";"000";"Fahrräder"
3;"0713";"07.1.3";"001";"Umfasst:"
3;"0713";"07.1.3";"001.001";"Fahrräder und Dreiräder aller Arten"
3;"0713";"07.1.3";"002";"Umfasst auch:"
3;"0713";"07.1.3";"002.001";"Rikschas"
3;"0713";"07.1.3";"003";"Umfasst nicht:"
3;"0713";"07.1.3";"003.001";"Kindersportfahrzeuge (s. 09.3.1)"
3;"0713";"07.1.3";"003.002";"Fahrräder mit Hilfsmotor (s. 07.2.1)"
4;"07130";"07.1.3.0";"000";"Fahrräder"
4;"07130";"07.1.3.0";"001";"Umfasst:"
4;"07130";"07.1.3.0";"001.001";"Fahrräder und Dreiräder aller Arten"
4;"07130";"07.1.3.0";"002";"Umfasst auch:"
4;"07130";"07.1.3.0";"002.001";"Rikschas"
4;"07130";"07.1.3.0";"003";"Umfasst nicht:"
4;"07130";"07.1.3.0";"003.001";"Kindersportfahrzeuge (s. 09.3.1.2)"
4;"07130";"07.1.3.0";"003.002";"Fahrräder mit Hilfsmotor (s. 07.1.2.0)"
3;"0714";"07.1.4";"000";"Kutschen u.ä. von Tieren gezogene Fahrzeuge"
3;"0714";"07.1.4";"001";"Umfasst:"
3;"0714";"07.1.4";"001.001";"Kutschen u.ä. von Tieren gezogene Fahrzeuge"
3;"0714";"07.1.4";"002";"Umfasst auch:"
3;"0714";"07.1.4";"002.001";"Zugtiere sowie deren Geschirre und Zaumzeug"
3;"0714";"07.1.4";"003";"Umfasst nicht:"
3;"0714";"07.1.4";"003.001";"Pferde und Ponys sowie von Pferden oder Ponys gezogene Fahrzeuge und Ausrüstung hierfür, wenn sie für Freizeitzwecke gekauft werden (s. 09.2.1)"
4;"07140";"07.1.4.0";"000";"Kutschen u.ä. von Tieren gezogene Fahrzeuge"
4;"07140";"07.1.4.0";"001";"Umfasst:"
4;"07140";"07.1.4.0";"001.001";"Kutschen u.ä. von Tieren gezogene Fahrzeuge"
4;"07140";"07.1.4.0";"002";"Umfasst auch:"
4;"07140";"07.1.4.0";"002.001";"Zugtiere sowie deren Geschirre und Zaumzeug"
4;"07140";"07.1.4.0";"003";"Umfasst nicht:"
4;"07140";"07.1.4.0";"003.001";"Pferde und Ponys sowie von Pferden oder Ponys gezogene Fahrzeuge und Ausrüstung hierfür, wenn sie für Freizeitzwecke gekauft werden (s. 09.2.1.4)"
2;"072";"07.2";"000";"Waren und Dienstleistungen für den Betrieb von Privatfahrzeugen"
2;"072";"07.2";"001";"Ersatzteil-, Zubehör- oder Schmiermittelkäufe von Haushalten für eigene Instandhaltungen oder Reparaturen sind unter (s. 07.2.1) oder (s. 07.2.2) auszuweisen."
2;"072";"07.2";"002";"Bezahlt der Haushalt jedoch ein Unternehmen für die Instandhaltung, Reparatur oder Anpassung, so ist der Gesamtwert der Leistung einschließlich Materialkosten unter (s. 07.2.3) auszuweisen."
3;"0721";"07.2.1";"000";"Ersatzteile und Zubehör für Privatfahrzeuge"
3;"0721";"07.2.1";"001";"Umfasst:"
3;"0721";"07.2.1";"001.001";"Reifen (neu, gebraucht oder runderneuert), Schläuche, Stoßdämpfer"
3;"0721";"07.2.1";"001.002";"Zündkerzen, Batterien"
3;"0721";"07.2.1";"001.003";"Filter, Pumpen u.a. Ersatzteile oder Zubehör für Privatfahrzeuge"
3;"0721";"07.2.1";"002";"Umfasst auch:"
3;"0721";"07.2.1";"002.001";"Feuerlöscher für Fahrzeuge"
3;"0721";"07.2.1";"002.002";"Spezifische Erzeugnisse für die Reinigung und Instandhaltung von Fahrzeugen, wie Farben, Chromreiniger, Dichtungsmittel und Karosseriepolituren"
3;"0721";"07.2.1";"002.003";"Abdeckungen für Kraftfahrzeuge, Krafträder usw."
3;"0721";"07.2.1";"003";"Umfasst nicht:"
3;"0721";"07.2.1";"003.001";"Schutzhelme für Motorräder und Fahrräder (s. 03.1.3)"
3;"0721";"07.2.1";"003.002";"Nicht spezifische Erzeugnisse für die Reinigung und Instandhaltung, wie destilliertes Wasser, Schwämme, Fensterleder, Waschmittel usw. (s. 05.6.1)"
3;"0721";"07.2.1";"003.003";"Gebühren für den Einbau von Ersatzteilen und Zubehör sowie für das Lackieren, Waschen und Polieren der Karosserie (s. 07.2.3)"
3;"0721";"07.2.1";"003.004";"Mobiltelefone (s. 08.2.0)"
3;"0721";"07.2.1";"003.005";"Autoradios (s. 09.1.1)"
3;"0721";"07.2.1";"003.006";"Kinderautositze (s. 12.3.2)"
4;"07211";"07.2.1.1";"000";"Reifen"
4;"07211";"07.2.1.1";"001";"Umfasst:"
4;"07211";"07.2.1.1";"001.001";"Reifen (neu, gebraucht oder runderneuert), einschließlich Schläuche für Kraftwagen, Fahrräder, Motorräder usw."
4;"07212";"07.2.1.2";"000";"Ersatzteile für Privatfahrzeuge"
4;"07212";"07.2.1.2";"001";"Umfasst:"
4;"07212";"07.2.1.2";"001.001";"Zündkerzen, Batterien, Stoßdämpfer, Filter, Pumpen u.a. Ersatzteile für Privatfahrzeuge"
4;"07213";"07.2.1.3";"000";"Zubehör für Privatfahrzeuge"
4;"07213";"07.2.1.3";"001";"Umfasst:"
4;"07213";"07.2.1.3";"001.001";"Zubehör für Privatfahrzeuge, welches separat gekauft wurde"
4;"07213";"07.2.1.3";"002";"Umfasst auch:"
4;"07213";"07.2.1.3";"002.001";"GPS-Geräte für Privatfahrzeuge"
3;"0722";"07.2.2";"000";"Kraft- und Schmierstoffe für Privatfahrzeuge"
3;"0722";"07.2.2";"001";"Umfasst:"
3;"0722";"07.2.2";"001.001";"Benzin und andere Kraftstoffe, wie Diesel, Gasöl, Alkohol und Zweitaktgemische"
3;"0722";"07.2.2";"001.002";"Schmierstoffe, Brems- und Getriebeflüssigkeiten, Kühlflüssigkeit und Zusätze"
3;"0722";"07.2.2";"002";"Umfasst auch:"
3;"0722";"07.2.2";"002.001";"Kraftstoffe für die unter (s. 05.5.1) eingeordneten motorbetriebenen Werkzeuge und Geräte sowie die unter (s. 09.2.1) eingeordneten Freizeitfahrzeuge"
3;"0722";"07.2.2";"003";"Umfasst nicht:"
3;"0722";"07.2.2";"003.001";"Kosten für Ölwechsel und Abschmieren (s. 07.2.3)"
4;"07221";"07.2.2.1";"000";"Diesel"
4;"07221";"07.2.2.1";"001";"Umfasst:"
4;"07221";"07.2.2.1";"001.001";"Diesel"
4;"07222";"07.2.2.2";"000";"Benzin"
4;"07222";"07.2.2.2";"001";"Umfasst:"
4;"07222";"07.2.2.2";"001.001";"Benzin"
4;"07223";"07.2.2.3";"000";"Andere Kraftstoffe für Privatfahrzeuge"
4;"07223";"07.2.2.3";"001";"Umfasst:"
4;"07223";"07.2.2.3";"001.001";"Gasöl, Alkohol, Strom und Zweitaktgemische"
4;"07224";"07.2.2.4";"000";"Schmierstoffe"
4;"07224";"07.2.2.4";"001";"Umfasst:"
4;"07224";"07.2.2.4";"001.001";"Schmierstoffe, Brems- und Getriebeflüssigkeiten, Kühlflüssigkeit und Zusätze"
4;"07224";"07.2.2.4";"002";"Umfasst nicht:"
4;"07224";"07.2.2.4";"002.001";"Kosten für Ölwechsel und Abschmieren (s. 07.2.3.0)"
3;"0723";"07.2.3";"000";"Wartung und Reparaturen an Privatfahrzeugen"
3;"0723";"07.2.3";"001";"Umfasst:"
3;"0723";"07.2.3";"001.001";"Ausgaben für die Instandhaltungs- und Reparaturleistungen an Fahrzeugen, wie Einbau von Teilen und Zubehör, Auswuchten von Reifen, Inspektionen, Pannendienst, Ölwechsel, Abschmieren und Waschen (Arbeits- und Materialkosten)"
3;"0723";"07.2.3";"002";"Umfasst nicht:"
3;"0723";"07.2.3";"002.001";"Ausgaben der privaten Haushalte für Ersatzteile, Zubehör und Schmiermittel für selbst durchgeführte Instandhaltungen oder Reparaturen an Privatfahrzeugen (s. 07.2.1) oder (s. 07.2.2)"
3;"0723";"07.2.3";"002.002";"Straßentauglichkeitstests (s. 07.2.4)"
4;"07230";"07.2.3.0";"000";"Wartung und Reparaturen an Privatfahrzeugen"
4;"07230";"07.2.3.0";"001";"Umfasst:"
4;"07230";"07.2.3.0";"001.001";"Ausgaben für die Instandhaltungs- und Reparaturleistungen an Fahrzeugen, wie Einbau von Teilen und Zubehör, Auswuchten von Reifen, Inspektionen, Pannendienst, Ölwechsel, Abschmieren und Waschen (Arbeits- und Materialkosten)"
3;"0724";"07.2.4";"000";"Andere Dienstleistungen im Zusammenhang mit dem Betrieb von Privatfahrzeugen"
3;"0724";"07.2.4";"001";"Umfasst:"
3;"0724";"07.2.4";"001.001";"Miete von Garagen oder Parkplätzen, die nicht zur Wohnung gehören"
3;"0724";"07.2.4";"001.002";"Benützungsgebühren (für Brücken, Tunnel, Autobahnen, Pendelfähren) und Parkgebühren"
3;"0724";"07.2.4";"001.003";"Fahrunterricht, Fahrprüfungen sowie Führerscheine"
3;"0724";"07.2.4";"001.004";"Straßentauglichkeitstests, Zulassungsgebühren"
3;"0724";"07.2.4";"001.005";"Miete von Personenkraftfahrzeugen ohne Fahrer"
3;"0724";"07.2.4";"002";"Umfasst nicht:"
3;"0724";"07.2.4";"002.001";"Miete von Garagen im Zusammenhang mit der Wohnung (s. 04.1)"
3;"0724";"07.2.4";"002.002";"Miete von Kraftwagen mit Fahrer (s. 07.3.2)"
3;"0724";"07.2.4";"002.003";"Versicherungsdienstleistungen im Zusammenhang mit dem Verkehr (s. 12.5.4)"
4;"07241";"07.2.4.1";"000";"Miete von Garagen oder Parkplätzen und Personenkraftfahrzeugen ohne Fahrer"
4;"07241";"07.2.4.1";"001";"Umfasst:"
4;"07241";"07.2.4.1";"001.001";"Miete von Garagen oder Parkplätzen, die nicht zur Wohnung gehören"
4;"07241";"07.2.4.1";"001.002";"Miete von Personenkraftfahrzeugen ohne Fahrer"
4;"07241";"07.2.4.1";"002";"Umfasst nicht:"
4;"07241";"07.2.4.1";"002.001";"Miete von Garagen im Zusammenhang mit der Wohnung (s. 04.1)"
4;"07241";"07.2.4.1";"002.002";"Miete von Kraftwagen mit Fahrer (s. 07.3.2.2)"
4;"07241";"07.2.4.1";"002.003";"Versicherungsdienstleistungen im Zusammenhang mit dem Verkehr (s. 12.5.4.1)"
4;"07242";"07.2.4.2";"000";"Benützungsgebühren und Parkometergebühren"
4;"07242";"07.2.4.2";"001";"Umfasst:"
4;"07242";"07.2.4.2";"001.001";"Benützungsgebühren (für Brücken, Tunnel, Autobahnen, Pendelfähren) und Parkgebühren"
4;"07243";"07.2.4.3";"000";"Fahrunterricht, Fahrprüfungen, Führerscheine und Straßentauglichkeitstests"
4;"07243";"07.2.4.3";"001";"Umfasst:"
4;"07243";"07.2.4.3";"001.001";"Fahrunterricht, Fahrprüfungen, Führerscheine und Straßentauglichkeitstests"
2;"073";"07.3";"000";"Verkehrsdienstleistungen"
2;"073";"07.3";"001";"Käufe von Verkehrsdienstleistungen werden generell nach Verkehrsmitteln eingeordnet. Wenn ein Fahrausweis für zwei oder mehr Verkehrsmittel gültig ist, z.B. innerstädtische Busse und U-Bahn oder innerstädtische Eisenbahn und Fähre, und die Ausgabe nicht aufgeteilt werden kann, ist sie unter (s. 07.3.5) zu erfassen. Kosten von Mahlzeiten, Imbissen, Getränken, Erfrischungen oder Beherbergungsdienstleistungen sind einzubeziehen, wenn sie im Fahrpreis enthalten und nicht separat ausgewiesen sind. Bei getrennten Rechnungen sind die Ausgaben hierfür in der Abteilung 11 (s. 11) auszuweisen. Schultransporte sind einzubeziehen."
2;"073";"07.3";"002";"Umfasst nicht:"
2;"073";"07.3";"002.001";"Rettungsdienste (s. 06.2.3)"
3;"0731";"07.3.1";"000";"Personenbeförderung im Schienenverkehr"
3;"0731";"07.3.1";"001";"Umfasst:"
3;"0731";"07.3.1";"001.001";"Beförderung von einzelnen und Gruppen von Personen und Reisegepäck mit Eisenbahn, Straßenbahn und U-Bahn"
3;"0731";"07.3.1";"002";"Umfasst auch:"
3;"0731";"07.3.1";"002.001";"Beförderung von Privatfahrzeugen"
3;"0731";"07.3.1";"003";"Umfasst nicht:"
3;"0731";"07.3.1";"003.001";"Beförderung mit Standseilbahnen (s. 07.3.6)"
4;"07311";"07.3.1.1";"000";"Personenbeförderung mit der Eisenbahn"
4;"07311";"07.3.1.1";"001";"Umfasst:"
4;"07311";"07.3.1.1";"001.001";"Beförderung von einzelnen und Gruppen von Personen und Reisegepäck mit der Eisenbahn"
